battery_health,cpu,created_at,disks,full_charge_capacity,graphicscard,manufacturer,model,operatingsystem,ram_gb,serialnumber,systemsku,touchscreen
97.55,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T12:11:00,476.94GB,49760,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2XXKCN,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
101.94,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T12:06:00,476.94GB,51990,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS0JK23,Microsoft Windows 11 Pro 10.0.22631,16,PF2JKMSE,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
101.9,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T12:01:00,476.94GB,53500,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XY,Microsoft Windows 11 Home 10.0.26100,16,PW082X6Z,LENOVO_MT_82XY_BU_idea_FM_IdeaPad Flex 5 16ABR8,Yes Detected
92.02,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-17T11:44:00,476.94GB,46940,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS0JK23,Microsoft Windows 11 Pro 10.0.22631,16,PF3020BB,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
100,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-17T11:19:00,476.94GB,52500,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XY,Microsoft Windows 11 Home 10.0.26100,16,PW06WM3V,LENOVO_MT_82XY_BU_idea_FM_IdeaPad Flex 5 16ABR8,Yes Detected
78.86,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-17T11:08:00,476.94GB,42630,Intel(R) UHD Graphics 620 [2560x1440],LENOVO,20LES3481E,Microsoft Windows 11 Pro 10.0.26100,16,R90TDCE4,LENOVO_MT_20LE_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
96.65,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-17T10:22:00,476.94GB,49300,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JWQBH,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
94.49,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-17T09:57:00,476.94GB,48200,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GBEHV,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
92.41,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-17T09:48:00,465.76GB,47140,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GCAV5,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
92.98,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T16:58:00,476.94GB,47430,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JXQTG,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
103.47,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T16:36:00,476.94GB,54320,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XY,Microsoft Windows 11 Home 10.0.26100,16,PW07V6D9,LENOVO_MT_82XY_BU_idea_FM_IdeaPad Flex 5 16ABR8,Yes Detected
93.92,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T16:15:00,476.94GB,47910,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GAPJY,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
93.28,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T16:11:00,476.94GB,47580,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JW6LN,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
90.59,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T16:07:00,476.94GB,46210,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GB3QT,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
96.08,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T16:03:00,476.94GB,49010,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JWDSS,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
90.69,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T15:55:00,476.94GB,46260,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GC6M9,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
91.79,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T15:51:00,476.94GB,46820,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GBRQ7,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
94.8,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T15:44:00,476.94GB,48360,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2JW9AF,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
74.47,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-16T15:42:00,238.47GB,40260,Microsoft Basic Display Adapter [2560x1440],LENOVO,20LES3481E,Microsoft Windows 11 Pro 10.0.26100,16,R90VR9H7,LENOVO_MT_20LE_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
74.34,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-16T15:37:00,476.94GB,44604,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7400,Microsoft Windows 11 Pro 10.0.26100,16,4TS0Q13,08E1,Not Detected
90.77,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-16T15:28:00,476.94GB,46300,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.26100,16,PF2GBRMV,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
75.62,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-16T15:15:00,238.47GB,40880,Microsoft Basic Display Adapter [2560x1440],LENOVO,20LES3481E,Microsoft Windows 11 Pro 10.0.26100,16,R90RAK9T,LENOVO_MT_20LE_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
69.48,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-16T15:02:00,238.47GB,37560,Microsoft Basic Display Adapter [2560x1440],LENOVO,20LES3481E,Microsoft Windows 11 Pro 10.0.26100,16,R90VR9GZ,LENOVO_MT_20LE_BU_Think_FM_ThinkPad X1 Yoga 3rd,Yes Detected
99.98,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-16T14:40:00,476.94GB,50990,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS0JK23,Microsoft Windows 11 Pro 10.0.22631,16,PF2Y117M,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
100.97,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T13:59:00,476.94GB,57150,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBNFW,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
101.57,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T13:51:00,476.94GB,57490,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBV43,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
100.97,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T12:43:00,476.94GB,57150,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBNK4,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
101.52,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T12:32:00,476.94GB,57460,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBQ91,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
100.97,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T12:12:00,476.94GB,57150,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBFPR,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
103.3,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T11:57:00,476.94GB,58470,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2L6Y1J,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
100,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T11:43:00,476.94GB,56600,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBNFG,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
100,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T11:33:00,476.94GB,56600,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBQW6,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
102.19,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T11:20:00,476.94GB,57840,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBQ6F,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
104.4,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T11:12:00,476.94GB,59090,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2L708X,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
101.22,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T10:54:00,476.94GB,57290,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBSCT,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
68.01,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-16T10:37:00,476.94GB,38780,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20KGS8GB23,Microsoft Windows 11 Pro 10.0.22631,16,PF1K68MT,LENOVO_MT_20KG_BU_Think_FM_ThinkPad X1 Carbon 6th,Yes Detected
89.32,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-16T10:32:00,476.94GB,50930,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20KGS8GB23,Microsoft Windows 11 Pro 10.0.22631,16,PF1QEQQ7,LENOVO_MT_20KG_BU_Think_FM_ThinkPad X1 Carbon 6th,Yes Detected
100,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T10:17:00,476.94GB,56600,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBNEN,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
100,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2024-12-16T09:40:00,476.94GB,56600,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XG,Microsoft Windows 11 Home 10.0.22631,16,MP2LBSZS,LENOVO_MT_82XG_BU_idea_FM_IdeaPad Slim 5 16ABR8,Not Detected
97.86,AMD Ryzen 5 PRO 5650U with Radeon Graphics (6C/12T),2024-12-15T17:44:00,476.94GB,51883,AMD Radeon(TM) Graphics [1920x1080],HP,HP EliteBook 845 G8 Notebook PC,Microsoft Windows 11 Pro 10.0.26100,16,5CG1504Z85,48V45UC#ABA,Yes Detected
93.57,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-15T13:22:00,476.94GB,47730,Intel(R) UHD Graphics [2560x1440],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZCG78,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
64.05,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-13T16:56:00,476.94GB,36510,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20KGS8GB23,Microsoft Windows 11 Pro 10.0.22631,16,PF1G2EWU,LENOVO_MT_20KG_BU_Think_FM_ThinkPad X1 Carbon 6th,Yes Detected
101.94,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2024-12-13T16:39:00,476.94GB,51990,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS0JK23,Microsoft Windows 11 Pro 10.0.22631,16,PF2ESGAM,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,nan
82.19,Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz (8C/16T),2024-12-13T15:55:00,953.86GB,69278,Intel(R) UHD Graphics [3840x2400]; NVIDIA Quadro T2000 with Max-Q Design [Not Active],Dell Inc.,Precision 5550,Microsoft Windows 11 Pro 10.0.26100,32,79P9043,097E,nan
100,Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz (8C/16T),2024-12-13T14:30:00,953.86GB,84292,Intel(R) UHD Graphics [3840x2400]; NVIDIA Quadro T2000 with Max-Q Design [Not Active],Dell Inc.,Precision 5550,Microsoft Windows 11 Pro 10.0.26100,32,1V38043,097E,nan
71.64,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2024-12-13T13:42:00,476.94GB,40850,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20KGS8GB23,Microsoft Windows 11 Pro 10.0.22631,16,PF1JEW82,LENOVO_MT_20KG_BU_Think_FM_ThinkPad X1 Carbon 6th,Not Detected
70.4,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-12-13T13:31:00,953.86GB,56600,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS12A21,Microsoft Windows 11 Pro 10.0.26100,32,R90XW6B1,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,nan
81.89,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz (8C/16T),2024-12-13T12:27:00,953.86GB,65840,Intel(R) UHD Graphics 630 [3840x2160]; NVIDIA Quadro T2000 [Not Active],LENOVO,20QUS12A21,Microsoft Windows 11 Pro 10.0.26100,32,R90Z6C3J,LENOVO_MT_20QU_BU_Think_FM_ThinkPad P1 Gen 2,nan
92.14,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-13T09:51:00,238.47GB,47000,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES5BJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF27FDVC,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
87.87,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-13T09:46:00,238.47GB,44820,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES5BJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF27SD1Z,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
NaN,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz (6C/12T),2024-12-12T17:33:00,238.47GB,NaN,Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,OptiPlex 3080,Microsoft Windows 11 Pro 10.0.26100,16,GV9SNK3,09A8,nan
85.06,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T17:10:00,238.47GB,43390,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES5BJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF27W2ML,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
91.59,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2024-12-12T17:00:00,476.94GB,46720,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.22631,16,PF2JXZJ5,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,nan
101.94,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz (4C/8T),2024-12-12T16:44:00,238.47GB,51990,Intel(R) UHD Graphics 620 [2560x1440],LENOVO,20QD0007US,Microsoft Windows 11 Pro 10.0.26100,16,PF21KMCS,LENOVO_MT_20QD_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
86.1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T16:31:00,238.47GB,43920,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES5BJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF273DF0,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
83.42,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T16:26:00,238.47GB,42550,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES5BJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF27SD32,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
101.94,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T16:07:00,238.47GB,51480,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,PF131FGE,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
85.43,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T15:58:00,238.47GB,43580,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES5BJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF17FD34,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
81.69,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T15:56:00,238.47GB,41670,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES5BJ00,Microsoft Windows 11 Pro 10.0.26100,16,PF273FAQ,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
99.98,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T15:11:00,238.47GB,50990,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES30E00,Microsoft Windows 11 Pro 10.0.26100,16,PF1YG5M1,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
92.69,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T15:06:00,238.47GB,47280,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES30E00,Microsoft Windows 11 Pro 10.0.26100,16,PF216NC9,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
80.93,Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz (2C/4T),2024-12-12T14:59:00,238.47GB,45320,Intel(R) HD Graphics 620 [2560x1440],LENOVO,20JGS0710K,Microsoft Windows 11 Pro 10.0.22631,16,R90PJ37Q,LENOVO_MT_20JG_BU_Think_FM_ThinkPad X1 Yoga 2nd,nan
87.41,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T14:07:00,238.47GB,44590,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES30E00,Microsoft Windows 11 Pro 10.0.26100,16,PF14GE77,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
74,Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz (6C/12T),2024-12-12T14:00:00,476.94GB,50320,Microsoft Basic Display Adapter [1920x1080],Dell Inc.,Precision 3530,Microsoft Windows 11 Pro 10.0.26100,16,1VSRLQ2,820,nan
65.47,Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz (6C/12T),2024-12-12T13:57:00,476.94GB,44521,Microsoft Basic Display Adapter [1920x1080],Dell Inc.,Precision 3530,Microsoft Windows 11 Pro 10.0.26100,16,JLSFTQ2,820,nan
101.94,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T13:36:00,238.47GB,51990,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES30E00,Microsoft Windows 11 Pro 10.0.26100,16,PF1YG9YE,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
99.98,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T13:13:00,238.47GB,50990,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES30E00,Microsoft Windows 11 Pro 10.0.26100,16,PF1CTZJC,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
101.94,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T12:37:00,238.47GB,51990,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES30E00,Microsoft Windows 11 Pro 10.0.22631,16,PF21RVA5,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
98.75,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T12:06:00,238.47GB,50360,Microsoft Basic Display Adapter [1920x1080],LENOVO,20N3S1GK00,Microsoft Windows 11 Pro 10.0.26100,8,PF1CUNMG,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
99.98,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T11:57:00,238.47GB,50990,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20QES30E00,Microsoft Windows 11 Pro 10.0.26100,16,PF21SWQD,LENOVO_MT_20QE_BU_Think_FM_ThinkPad X1 Carbon 7th,nan
99.98,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T11:50:00,238.47GB,50490,Microsoft Basic Display Adapter [1920x1080],LENOVO,20N3SD5R0X,Microsoft Windows 11 Pro 10.0.26100,8,PF221S0D,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
90.58,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T11:44:00,238.47GB,45700,Microsoft Basic Display Adapter [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.26100,8,PF222S89,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
64.06,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T11:23:00,238.47GB,32350,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3SD5R0X,Microsoft Windows 11 Pro 10.0.26100,8,PF220KT9,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
101.94,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T11:17:00,238.47GB,51480,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,PF1Y9LGV,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
76.12,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T10:56:00,238.47GB,38440,Microsoft Basic Display Adapter [1920x1080],LENOVO,20N3SD5R0X,Microsoft Windows 11 Pro 10.0.26100,8,PF2212XE,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
80.63,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T10:43:00,238.47GB,41120,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,PF25C9D6,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
86.03,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T10:37:00,238.47GB,43400,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.26100,8,PF2235BH,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
89.34,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T10:19:00,238.47GB,45070,Microsoft Basic Display Adapter [1920x1080],LENOVO,20N3S8SJ00,Microsoft Windows 11 Pro 10.0.26100,8,PF22474E,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
101.94,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T10:11:00,238.47GB,51480,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,PF1YC6RP,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
101.94,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T10:06:00,238.47GB,51480,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,PF1YC37F,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
80.65,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2024-12-12T09:53:00,238.47GB,40690,Microsoft Basic Display Adapter [1366x768],LENOVO,20N3S94909,Microsoft Windows 11 Pro 10.0.26100,8,PF21R3WJ,LENOVO_MT_20N3_BU_Think_FM_ThinkPad T490,nan
